"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-06-23 ~ 2025-07-22"
"실거래구분 : 단독다가구(매매)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","주택유형","도로조건","연면적(㎡)","대지면적(㎡)","계약년월","계약일","거래금액(만원)","매수","매도","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"1002","전라남도 여수시 화양면 이천리","4**","단독","12m미만","110.57","171.20","202507","04","34,200","개인","개인","2020","이대길","-","중개거래","전남 여수시"
"1003","전라남도 순천시 서면 비월리","2**","단독","8m미만","70.83","411.00","202507","04","6,800","개인","개인","1992","신기비월길","-","중개거래","전남 순천시"
"1004","전라남도 담양군 담양읍 담빛리","5**","단독","12m미만","173.90","430.80","202507","04","79,000","개인","개인","2021","태왕4길","-","중개거래","광주 북구"
"1005","전라남도 담양군 월산면 월평리","5**","단독","8m미만","227.78","902.00","202507","04","27,000","개인","개인","1912","월신평길","-","중개거래","전남 담양군"
"1006","전라남도 곡성군 죽곡면 태평리","7**","단독","8m미만","99.82","385.00","202507","04","15,000","개인","개인","2012","강빛마을길","-","직거래","-"
"1007","전라남도 고흥군 점암면 사정리","*","단독","8m미만","163.64","327.50","202507","04","9,440","개인","개인","2022","독점길","-","중개거래","전남 순천시"
"1008","전라남도 고흥군 동강면 마륜리","4**","단독","8m미만","48.00","183.00","202507","04","380","개인","개인","1995","원등길","-","직거래","-"
"1009","전라남도 영광군 묘량면 삼효리","5**","단독","8m미만","115.17","657.00","202507","04","23,200","개인","개인","2014","동삼로","-","중개거래","전남 영광군"
"1010","전라남도 완도군 약산면 해동리","4*","단독","8m미만","49.50","277.50","202507","04","1,000","개인","개인","1977","어두2길","-","직거래","-"
"1011","경상북도 안동시 서후면 태장리","5**","단독","12m미만","118.83","496.00","202507","04","4,800","개인","개인","1997","봉정사길","-","직거래","-"
"1012","경상북도 영천시 화산면 덕암리","4**","단독","8m미만","84.40","297.00","202507","04","12,250","개인","개인","2004","덕암1길","-","중개거래","경북 영천시"
"1013","경상북도 영천시 화산면 유성리","1**","단독","8m미만","55.80","516.00","202507","04","7,090","개인","개인","1976","유정안길","-","중개거래","경북 영천시"
"1014","경상북도 상주시 모서면 소정리","6**","단독","8m미만","118.50","405.00","202507","04","3,800","개인","개인","2007","소정길","20250710","직거래","-"
"1015","경상북도 울진군 기성면 이평리","1**","단독","8m미만","40.30","245.00","202507","04","1,000","개인","개인","1925","이평1길","-","직거래","-"
"1016","경상남도 의령군 의령읍 대산리","3**","단독","8m미만","134.89","660.00","202507","04","15,600","개인","개인","2017","남강로","-","직거래","-"
"1017","경상남도 창녕군 남지읍 용산리","2**","단독","8m미만","82.65","493.00","202507","04","6,600","개인","개인","1956","창날길","-","직거래","-"
"1018","경상남도 창녕군 부곡면 부곡리","4**","단독","8m미만","43.80","478.00","202507","04","18,000","개인","개인","2020","원동길","-","직거래","-"
"1019","경상남도 고성군 영현면 대법리","4*","단독","12m미만","68.20","708.00","202507","04","3,300","개인","개인","1968","대법2길","-","직거래","-"
"1020","경상남도 고성군 거류면 은월리","1***","단독","8m미만","39.67","288.00","202507","04","3,500","개인","개인","1926","용산3길","-","직거래","-"
"1021","경상남도 함양군 수동면 내백리","2**","단독","8m미만","108.53","296.00","202507","04","4,800","개인","개인","1996","내백양지길","-","직거래","-"
"1022","경상남도 함양군 병곡면 연덕리","9**","단독","8m미만","85.72","652.00","202507","04","16,400","개인","개인","2010","덕평연서길","-","중개거래","경남 진주시"
"1023","제주특별자치도 제주시 한경면 조수리","1***","단독","-","96.70","387.00","202507","04","27,500","개인","법인","2025","두조로","-","중개거래","제주 제주시"
"1024","제주특별자치도 제주시 한경면 조수리","1***","단독","8m미만","96.70","541.00","202507","04","27,500","개인","법인","2025","두조로","-","중개거래","제주 제주시"
"1025","강원특별자치도 강릉시 사천면 판교리","2**","단독","8m미만","141.13","605.00","202507","04","33,695","개인","개인","2021","이설당1길","-","중개거래","강원 강릉시"
"1026","강원특별자치도 삼척시 노곡면 주지리","1**","단독","12m미만","96.00","687.70","202507","04","5,000","개인","개인","1996","주지로","-","직거래","-"
"1027","강원특별자치도 횡성군 서원면 유현리","4**","단독","8m미만","84.68","472.00","202507","04","20,000","개인","개인","2018","경강로","-","직거래","-"
"1028","전북특별자치도 남원시 대산면 옥율리","5**","단독","8m미만","82.02","451.00","202507","04","2,300","개인","개인","1950","대산옥전길","-","직거래","-"
"1029","전북특별자치도 남원시 이백면 양가리","1**","단독","8m미만","52.62","510.00","202507","04","6,300","개인","개인","1978","목가길","-","중개거래","전북 남원시"
"1030","전북특별자치도 김제시 금구면 서도리","1**","단독","8m미만","84.00","524.20","202507","04","10,020","개인","개인","2005","봉두로","-","직거래","-"
"1031","전북특별자치도 완주군 봉동읍 둔산리","8**","다가구","12m미만","661.57","450.90","202507","04","78,000","개인","개인","2005","원둔산3길","-","중개거래","전북 완주군"
"1032","전북특별자치도 순창군 풍산면 두승리","7**","단독","8m미만","50.62","185.00","202507","04","1,000","법인","개인","1983","두승2길","-","직거래","-"
"1033","경상남도 창원시 의창구 동읍 무성리","1**","단독","8m미만","43.64","370.00","202507","04","10,000","개인","개인","1970","무성길","-","직거래","-"
"1034","충청북도 청주시 흥덕구 가경동","1***","다가구","12m미만","353.63","221.90","202507","04","54,000","개인","개인","2011","서현서로29번길","-","중개거래","충북 청주시 흥덕구"
"1035","충청북도 청주시 서원구 산남동","1***","다가구","12m미만","395.97","234.60","202507","04","59,400","개인","개인","2011","탑골로47번길","-","중개거래","충북 청주시 상당구"
"1036","전북특별자치도 전주시 덕진구 인후동2가","*","단독","8m미만","66.51","139.00","202507","04","15,000","법인","개인","1981","명주5길","-","직거래","-"
"1037","경기도 부천시 오정구 오정동","5**","단독","8m미만","200.16","175.20","202507","04","35,000","개인","개인","1988","상오정로7번길","-","직거래","-"
"1038","경기도 고양시 일산동구 마두동","9**","단독","12m미만","286.30","262.60","202507","04","142,500","개인","개인","1998","강송로218번길","-","중개거래","경기 고양시 일산동구"
"1039","충청북도 청주시 서원구 수곡동","1*","단독","12m미만","108.00","121.00","202507","03","11,500","개인","개인","1979","청남로2098번길","-","중개거래","충북 청주시 서원구"
"1040","강원특별자치도 춘천시 효자동","1**","단독","8m미만","25.76","93.00","202507","03","5,200","개인","개인","1999","도화길","-","직거래","-"
"1041","서울특별시 영등포구 신길동","3**","단독","8m미만","33.06","56.00","202507","03","43,000","개인","개인","1969","가마산로65길","-","중개거래","서울 영등포구"
"1042","경상북도 청송군 안덕면 신성리","3**","단독","12m미만","82.50","579.00","202507","03","21,500","개인","개인","2017","안현로","-","중개거래","경북 안동시"
"1043","강원특별자치도 원주시 관설동","1***","다가구","12m미만","493.34","247.00","202507","03","125,000","개인","개인","2017","치악로","-","중개거래","강원 원주시"
"1044","경기도 이천시 장호원읍 장호원리","1**","단독","8m미만","24.12","40.00","202507","03","1,370","개인","개인","1983","샘재로145번길","-","직거래","-"
"1045","경상북도 청송군 주왕산면 신점리","1**","단독","8m미만","56.46","311.00","202507","03","9,590","개인","개인","2000","법수길","-","직거래","-"
"1046","강원특별자치도 동해시 부곡동","8*","단독","8m미만","78.07","208.70","202507","03","10,000","개인","개인","1984","부곡1길","-","중개거래","경기 안산시 상록구"
"1047","서울특별시 용산구 서계동","2**","다가구","8m미만","85.44","49.90","202507","03","75,000","개인","개인","1994","효창원로104나길","-","중개거래","서울 마포구, 서울 용산구"
"1048","서울특별시 용산구 한강로3가","6*","단독","8m미만","57.45","119.22","202507","03","252,000","개인","개인","1960","한강대로14다길","-","중개거래","서울 성동구, 서울 용산구"
"1049","서울특별시 동작구 노량진동","2**","다가구","8m미만","279.38","139.00","202507","03","192,000","개인","개인","1991","노량진로10길","-","중개거래","서울 동작구"
"1050","경상남도 거제시 연초면 송정리","8**","단독","8m미만","82.10","331.00","202507","03","12,500","개인","개인","2000","송정7길","-","중개거래","경남 거제시"
"1051","경기도 용인시 기흥구 중동","9**","단독","12m미만","282.07","204.70","202507","03","96,500","개인","개인","2009","동백1로37번길","-","중개거래","경기 용인시 기흥구"
"1052","경상북도 문경시 문경읍 고요리","1***","단독","8m미만","139.39","523.70","202507","03","40,000","개인","개인","2015","고요전원마을길","-","중개거래","경북 문경시"
"1053","인천광역시 옹진군 영흥면 내리","1**","단독","8m미만","117.15","400.00","202507","03","26,500","개인","개인","2017","영흥로252번길","-","중개거래","인천 옹진군"
"1054","경상북도 영주시 부석면 노곡리","3**","단독","-","137.80","440.00","202507","03","1,330","개인","개인","1946","소백로3460번길","-","직거래","-"
"1055","경상북도 영주시 봉현면 두산리","9*","단독","8m미만","41.90","2496.00","202507","03","9,230","개인","개인","1945","테라피로460번길","-","중개거래","대구 달서구"
"1056","전북특별자치도 정읍시 연지동","2*","단독","8m미만","70.20","181.00","202507","03","7,000","개인","개인","1950","선은본길","-","중개거래","전북 전주시 덕진구"
"1057","경상북도 구미시 해평면 문량리","2**","단독","8m미만","39.30","440.00","202507","03","8,000","개인","개인","1957","문량1길","-","직거래","-"
"1058","강원특별자치도 횡성군 강림면 강림리","4*","단독","8m미만","136.30","604.00","202507","03","16,000","개인","개인","2014","강림동1길","20250721","중개거래","강원 횡성군"
"1059","경기도 고양시 덕양구 고양동","2*","단독","8m미만","77.04","142.00","202507","03","27,000","개인","개인","2000","혜음로87번길","-","중개거래","경기 고양시 덕양구"
"1060","서울특별시 강동구 명일동","3**","단독","25m미만","679.96","237.00","202507","03","385,000","법인","개인","1993","구천면로","-","중개거래","서울 강남구"
"1061","서울특별시 강동구 고덕동","1**","단독","8m미만","299.91","221.50","202507","03","265,000","법인","개인","1988","상일로17길","-","중개거래","경기 성남시 수정구, 서울 송파구"
"1062","전북특별자치도 전주시 완산구 평화동1가","5**","단독","8m미만","188.19","523.00","202507","03","75,000","법인","개인","2018","백제대로","-","중개거래","전북 전주시 완산구"
"1063","경상북도 경주시 안강읍 양월리","1***","단독","8m미만","75.05","165.00","202507","03","3,900","개인","개인","1983","비화중로1길","-","중개거래","경북 경주시"
"1064","서울특별시 동대문구 청량리동","5**","단독","8m미만","49.58","64.80","202507","03","80,000","개인","개인","1956","제기로21길","-","중개거래","서울 동대문구"
"1065","전북특별자치도 전주시 덕진구 금암동","1***","단독","8m미만","197.57","216.60","202507","03","25,225","개인","개인","1989","매봉3길","-","중개거래","전북 전주시 덕진구, 전북 전주시 완산구"
"1066","부산광역시 동구 초량동","7**","단독","8m미만","30.21","54.00","202507","03","6,800","개인","개인","2025","망양로579번가길","-","중개거래","부산 동구"
"1067","강원특별자치도 정선군 신동읍 조동리","2**","단독","8m미만","49.14","722.00","202507","03","5,000","개인","개인","1978","조동3길","-","중개거래","충북 제천시"
"1068","서울특별시 동대문구 답십리동","7**","단독","12m미만","379.26","176.00","202507","03","159,500","법인","개인","1984","한천로","-","중개거래","서울 동대문구"
"1069","전라남도 장성군 황룡면 월평리","9*","단독","8m미만","79.00","276.00","202507","03","6,300","개인","개인","1995","교동2길","-","직거래","-"
"1070","전라남도 장성군 삼서면 소룡리","2**","단독","12m미만","66.00","282.00","202507","03","7,600","개인","개인","1980","묘동저전길","-","중개거래","광주 북구"
"1071","전북특별자치도 익산시 부송동","1**","단독","8m미만","57.19","495.00","202507","03","9,000","개인","개인","0001","망산길","-","직거래","-"
"1072","경상남도 창원시 마산합포구 산호동","3*","단독","12m미만","133.10","150.70","202507","03","29,500","개인","개인","1977","산호북14길","-","중개거래","경남 창원시 마산회원구"
"1073","전라남도 무안군 무안읍 신학리","9**","단독","8m미만","125.00","644.00","202507","03","3,000","개인","개인","1968","창포로","-","중개거래","전남 무안군"
"1074","전라남도 영암군 군서면 동구림리","3**","단독","8m미만","118.00","706.80","202507","03","12,500","개인","개인","1950","돌정고개길","-","직거래","-"
"1075","경상남도 함안군 함안면 북촌리","1***","단독","8m미만","42.98","2074.90","202507","03","22,000","개인","개인","1992","북촌1길","-","중개거래","경남 김해시, 경남 함안군"
"1076","충청북도 청주시 흥덕구 동막동","4**","단독","8m미만","91.17","660.00","202507","03","32,000","개인","개인","2014","동막로361번길","-","중개거래","충북 청주시 흥덕구"
"1077","전북특별자치도 군산시 미장동","5**","단독","12m미만","135.09","350.00","202507","03","46,000","개인","개인","2019","미장5길","-","중개거래","전북 군산시"
"1078","경기도 성남시 중원구 중앙동","2***","단독","8m미만","103.74","81.00","202507","03","55,000","개인","개인","1987","광명로256번길","-","중개거래","경기 성남시 중원구"
"1079","강원특별자치도 인제군 기린면 현리","7**","단독","12m미만","76.68","167.00","202507","03","12,000","개인","개인","1970","덕다리길","-","직거래","-"
"1080","전라남도 장흥군 부산면 기동리","3**","단독","8m미만","75.48","357.00","202507","03","1,300","개인","개인","1952","성자길","-","중개거래","전남 장흥군"
"1081","강원특별자치도 원주시 신림면 용암리","8**","단독","8m미만","37.25","347.00","202507","03","12,860","개인","개인","2018","탑골길","-","중개거래","강원 원주시"
"1082","강원특별자치도 인제군 기린면 방동리","3*","단독","8m미만","118.27","226.00","202507","03","3,000","개인","개인","1998","방동약수로","20250707","중개거래","경기 의정부시"
"1083","전라남도 장흥군 관산읍 외동리","2**","단독","-","46.28","294.00","202507","03","470","개인","개인","1950","어은1길","-","직거래","-"
"1084","전라남도 보성군 보성읍 대야리","1***","단독","8m미만","77.20","1150.00","202507","03","3,600","개인","개인","1935","모령길","-","직거래","-"
"1085","부산광역시 기장군 일광읍 용천리","6**","단독","8m미만","78.48","185.00","202507","03","26,000","개인","개인","1964","","-","직거래","-"
"1086","광주광역시 서구 농성동","4**","단독","8m미만","123.57","149.00","202507","03","17,000","개인","개인","1979","내방로440번길","-","직거래","-"
"1087","광주광역시 남구 봉선동","1***","단독","12m미만","197.43","205.30","202507","03","50,500","개인","개인","1987","대남대로171번길","-","중개거래","광주 남구"
"1088","전라남도 나주시 노안면 도산리","1**","단독","8m미만","140.01","424.00","202507","03","3,000","개인","개인","1910","월곡성산길","-","직거래","-"
"1089","광주광역시 북구 운암동","4**","단독","8m미만","125.14","121.00","202507","03","14,900","개인","개인","1981","비엔날레로13번길","-","중개거래","광주 북구"
"1090","충청남도 예산군 고덕면 몽곡리","7*","단독","8m미만","40.30","496.00","202507","03","5,000","개인","개인","1960","몽곡상몽길","-","직거래","-"
"1091","경상남도 밀양시 산내면 임고리","8**","단독","8m미만","99.75","659.00","202507","03","9,500","개인","개인","2014","발례1길","-","직거래","-"
"1092","광주광역시 북구 오치동","9**","단독","8m미만","138.79","138.00","202507","03","13,400","개인","개인","1991","오산정길","-","중개거래","광주 북구"
"1093","경상북도 문경시 유곡동","2**","단독","8m미만","84.72","904.00","202507","03","17,000","개인","개인","1996","한절골길","-","직거래","-"
"1094","대전광역시 서구 변동","1*","단독","8m미만","129.55","126.30","202507","03","40,314","개인","개인","1982","중반1길","-","중개거래","대전 서구"
"1095","대전광역시 서구 용문동","2**","다가구","8m미만","622.16","422.20","202507","03","102,000","개인","개인","2009","괴정로165번길","-","중개거래","대전 서구"
"1096","충청남도 금산군 추부면 서대리","2*","단독","8m미만","92.56","400.00","202507","03","12,700","개인","개인","2003","서대동기길","-","직거래","-"
"1097","전북특별자치도 전주시 완산구 중앙동1가","4*","단독","12m미만","304.06","284.30","202507","03","55,000","개인","개인","1980","전라감영2길","-","중개거래","전북 전주시 완산구"
"1098","강원특별자치도 원주시 소초면 흥양리","4**","단독","8m미만","298.44","1118.00","202507","03","84,800","개인","개인","2018","대왕고개길","-","중개거래","강원 원주시"
"1099","서울특별시 성북구 장위동","7*","단독","8m미만","115.37","86.00","202507","03","65,000","개인","개인","1989","장위로45가길","-","중개거래","서울 성북구"
"1100","경상남도 창원시 진해구 용원동","1***","다가구","25m미만","413.32","224.50","202507","03","43,000","개인","개인","2008","용원남로","-","중개거래","경남 창원시 진해구"
"1101","전북특별자치도 전주시 덕진구 인후동1가","9**","다가구","8m미만","603.89","335.70","202507","03","75,000","개인","개인","2010","무삼지4길","-","직거래","-"
"1102","충청남도 논산시 성동면 월성리","3**","단독","8m미만","57.60","443.00","202507","03","7,900","개인","개인","1970","월성길","-","직거래","-"
"1103","경상남도 진주시 계동","2*","다가구","25m미만","659.64","456.90","202507","03","100,000","개인","개인","2012","비봉로82번길","-","중개거래","경남 진주시"
"1104","대전광역시 대덕구 덕암동","6*","단독","12m미만","192.55","168.60","202507","03","23,000","개인","개인","1990","덕암로195번길","-","직거래","-"
"1105","충청남도 아산시 염치읍 송곡리","1**","단독","8m미만","130.55","311.10","202507","03","18,500","개인","개인","2016","송곡안길","-","중개거래","서울 서초구"
"1106","전북특별자치도 무주군 무주읍 대차리","1***","단독","8m미만","95.17","275.00","202507","03","6,000","개인","개인","2002","서면1길","-","직거래","-"
"1107","충청북도 단양군 가곡면 대대리","5**","단독","12m미만","75.52","254.00","202507","03","10,000","개인","개인","1987","새밭로","-","중개거래","충북 단양군"
"1108","충청북도 음성군 삼성면 능산리","2*","단독","8m미만","133.32","611.00","202507","03","8,000","개인","개인","1970","금율로269번길","-","직거래","-"
"1109","경상남도 남해군 남면 죽전리","2**","단독","8m미만","84.34","358.10","202507","03","2,900","개인","개인","1904","두양로312번길","-","직거래","-"
"1110","경상북도 봉화군 봉성면 봉성리","2**","단독","8m미만","51.68","472.00","202507","03","5,500","개인","개인","1935","향교길","-","직거래","-"
"1111","전북특별자치도 전주시 완산구 서노송동","7**","단독","12m미만","91.92","89.00","202507","03","11,100","개인","개인","1975","반태산1길","-","중개거래","전북 전주시 덕진구"
"1112","경상남도 통영시 명정동","4**","단독","25m미만","134.91","132.00","202507","03","9,800","개인","법인","1978","충렬로","-","중개거래","경남 통영시"
"1113","경기도 광주시 경안동","8*","단독","8m미만","138.51","99.00","202507","03","26,300","개인","개인","1991","경안안길58번길","-","중개거래","경기 광주시"
"1114","경상남도 양산시 다방동","3**","단독","8m미만","29.80","252.00","202507","03","18,000","개인","개인","1900","안다방1길","-","직거래","-"
"1115","경상북도 포항시 남구 장기면 임중리","4**","단독","8m미만","40.50","255.00","202507","03","13,890","개인","개인","2020","읍내길13번길","-","직거래","-"
"1116","서울특별시 성동구 성수동2가","3**","단독","8m미만","189.55","126.00","202507","03","420,000","개인","개인","1975","성덕정15길","-","중개거래","서울 성동구"
"1117","충청북도 제천시 의림동","2*","단독","12m미만","79.67","152.00","202507","03","17,300","개인","개인","1979","내제로20길","-","직거래","-"
"1118","경상북도 성주군 금수강산면 후평리","1***","단독","8m미만","75.57","357.00","202507","03","3,100","개인","개인","1952","후평1길","-","직거래","-"
"1119","경기도 화성시 장안면 수촌리","5**","다가구","8m미만","321.08","348.00","202507","03","38,700","개인","개인","2012","가장말길","-","중개거래","경기 화성시"
"1120","강원특별자치도 횡성군 우천면 산전리","2**","단독","8m미만","19.98","330.00","202507","03","6,500","개인","개인","2024","경강로산전4길","-","중개거래","강원 횡성군"
"1121","전라남도 순천시 덕암동","3**","단독","8m미만","49.50","113.00","202507","03","8,000","개인","개인","2008","덕암3길","-","중개거래","전남 순천시"
"1122","전북특별자치도 김제시 신풍동","2**","단독","8m미만","54.80","175.80","202507","03","5,000","개인","개인","1985","중앙13길","-","직거래","-"
"1123","강원특별자치도 춘천시 신동면 팔미리","2**","단독","25m미만","108.55","531.00","202507","03","15,000","개인","개인","1989","경춘로","-","직거래","-"
"1124","경상북도 청도군 각북면 지슬리","8**","단독","8m미만","150.41","998.00","202507","03","16,772","개인","개인","2015","지슬1길","-","직거래","-"
"1125","경기도 화성시 비봉면 삼화리","2**","단독","8m미만","104.05","396.00","202507","03","44,500","개인","개인","1984","청룡길","-","중개거래","경기 화성시"
"1126","경기도 안산시 단원구 와동","7**","다가구","8m미만","488.02","230.00","202507","03","73,000","개인","개인","2003","와동로3길","-","중개거래","경기 안산시 상록구"
"1127","경상북도 경주시 노서동","1**","다가구","8m미만","600.27","250.00","202507","03","103,429","개인","개인","2013","금성로247번길","-","중개거래","경북 경주시"
"1128","충청북도 청주시 흥덕구 복대동","2***","다가구","12m미만","197.99","222.20","202507","02","23,000","개인","개인","1991","장구봉로137번길","-","중개거래","충북 청주시 흥덕구"
"1129","강원특별자치도 속초시 중앙동","4**","단독","8m미만","23.40","36.00","202507","02","10,000","개인","개인","1960","수복로","-","직거래","-"
"1130","경상남도 고성군 영현면 신분리","8**","단독","8m미만","96.10","992.00","202507","02","6,000","개인","개인","1993","신분4길","-","직거래","-"
"1131","경상남도 고성군 영현면 신분리","8**","단독","8m미만","96.10","967.00","202507","02","6,000","개인","개인","1993","신분4길","-","직거래","-"
"1132","강원특별자치도 속초시 중앙동","4**","단독","8m미만","19.50","36.00","202507","02","10,000","개인","개인","1960","수복로","-","직거래","-"
"1133","경상북도 안동시 태화동","2**","단독","8m미만","43.01","95.70","202507","02","7,500","개인","개인","1978","태화중앙로","-","중개거래","경북 안동시"
"1134","강원특별자치도 태백시 황지동","2**","단독","8m미만","74.02","351.00","202507","02","15,000","개인","개인","1991","연지로19번길","-","중개거래","강원 태백시"
"1135","서울특별시 성동구 마장동","7**","단독","8m미만","281.80","142.80","202507","02","149,000","개인","개인","1993","마장로35길","-","중개거래","서울 성동구"
"1136","강원특별자치도 춘천시 신북읍 산천리","2**","단독","8m미만","120.33","275.00","202507","02","25,706","법인","개인","2021","샘뜨락1길","-","중개거래","강원 춘천시"
"1137","서울특별시 용산구 보광동","2**","단독","8m미만","143.98","182.00","202507","02","410,000","개인","개인","1983","보광로30가길","-","중개거래","서울 용산구"
"1138","경상남도 거창군 가북면 우혜리","1**","단독","8m미만","60.18","652.00","202507","02","3,000","개인","개인","2003","감월길","-","직거래","-"
"1139","경상남도 창원시 의창구 사림동","1**","다가구","25m미만","299.02","241.70","202507","02","33,000","개인","개인","1994","사림로","-","중개거래","경남 창원시 성산구"
"1140","충청북도 청주시 서원구 모충동","2**","단독","12m미만","179.50","207.00","202507","02","23,500","개인","개인","1995","서원서로","-","중개거래","충북 청주시 서원구"
"1141","강원특별자치도 강릉시 노암동","7**","단독","8m미만","57.78","172.00","202507","02","14,500","개인","개인","1975","단오장길22번길","-","중개거래","강원 강릉시"
"1142","강원특별자치도 원주시 우산동","1**","다가구","8m미만","203.80","259.50","202507","02","21,400","개인","개인","1982","돌터2길","-","직거래","-"
"1143","경기도 안산시 단원구 신길동","1***","단독","12m미만","228.01","228.90","202507","02","68,000","개인","개인","2013","삼일로1길","-","중개거래","경기 안산시 단원구"
"1144","전라남도 여수시 충무동","2**","단독","8m미만","63.40","95.00","202507","02","6,000","개인","개인","1985","충무로","-","중개거래","전남 여수시"
"1145","전라남도 목포시 용해동","2**","단독","25m이상","130.59","96.00","202507","02","15,000","개인","개인","1977","송림로","-","중개거래","전남 목포시"
"1146","경기도 포천시 신북면 계류리","1**","단독","8m미만","88.70","331.00","202507","02","22,000","기타","개인","2023","양지말길","-","중개거래","경기 포천시"
"1147","경기도 포천시 이동면 노곡리","2**","단독","8m미만","76.41","331.00","202507","02","10,000","개인","개인","1992","갈골안길","-","직거래","-"
"1148","전라남도 목포시 산정동","1***","단독","25m이상","21.49","66.00","202507","02","2,500","개인","개인","1970","산정로","-","중개거래","전남 목포시"
"1149","경기도 여주시 대신면 초현리","4**","단독","8m미만","74.00","330.00","202507","02","23,974","개인","개인","2020","초현길","-","중개거래","경기 여주시"
"1150","충청남도 아산시 온천동","3*","단독","8m미만","86.90","143.00","202507","02","22,000","개인","개인","1985","시장길25번길","-","직거래","-"
"1151","충청북도 제천시 영천동","1***","단독","8m미만","55.10","124.00","202507","02","1,500","개인","개인","1977","청풍호로4라길","-","직거래","-"
"1152","충청북도 청주시 흥덕구 오송읍 궁평리","2**","단독","8m미만","42.28","216.00","202507","02","35,770","개인","개인","2015","궁평길","-","중개거래","충북 청주시 흥덕구"
"1153","충청북도 충주시 산척면 석천리","1**","단독","8m미만","88.01","446.00","202507","02","15,500","개인","개인","2014","","-","중개거래","충북 제천시"
"1154","경기도 안산시 상록구 월피동","4**","단독","12m미만","99.84","317.90","202507","02","88,000","법인","개인","2020","충장로끝길","-","중개거래","경기 안산시 상록구"
"1155","충청북도 옥천군 옥천읍 죽향리","8*","단독","12m미만","174.80","532.00","202507","02","44,800","개인","개인","2016","향수3길","-","중개거래","대전 대덕구, 대전 서구"
"1156","전북특별자치도 고창군 고창읍 읍내리","1***","단독","25m이상","129.66","218.30","202507","02","36,000","개인","개인","1996","보릿골로","-","직거래","-"
"1157","경기도 하남시 망월동","9**","다가구","12m미만","494.52","265.40","202507","02","254,000","개인","개인","2015","미사강변한강로224번안길","-","중개거래","경기 광주시, 경기 하남시"
"1158","전북특별자치도 무주군 안성면 덕산리","1***","단독","12m미만","45.90","121.00","202507","02","2,500","개인","개인","1965","덕산로","-","직거래","-"
"1159","전북특별자치도 전주시 덕진구 진북동","4**","단독","8m미만","86.65","176.00","202507","02","19,600","개인","개인","1976","숲정이4길","-","중개거래","전북 전주시 덕진구"
"1160","충청남도 보령시 성주면 개화리","2**","단독","8m미만","59.50","153.00","202507","02","2,000","개인","개인","1991","성주산로","-","중개거래","충남 보령시"
"1161","전북특별자치도 전주시 덕진구 진북동","2**","단독","8m미만","49.58","119.00","202507","02","3,200","개인","개인","1972","반촌9길","-","직거래","-"
"1162","전북특별자치도 무주군 무주읍 당산리","9*","단독","8m미만","40.65","280.30","202507","02","1,500","개인","개인","1953","유속길","-","직거래","-"
"1163","경기도 수원시 팔달구 우만동","5**","다가구","8m미만","208.49","119.00","202507","02","47,500","개인","개인","1988","경수대로642번길","-","중개거래","경기 수원시 팔달구"
"1164","충청남도 금산군 남일면 신천리","3**","단독","8m미만","174.90","999.00","202507","02","30,000","개인","개인","2024","금산로","20250714","직거래","-"
"1165","전북특별자치도 완주군 봉동읍 둔산리","8**","다가구","12m미만","421.56","224.40","202507","02","66,500","개인","개인","2012","원둔산4길","-","직거래","-"
"1166","충청남도 서천군 화양면 봉명리","5**","단독","8m미만","84.78","1101.00","202507","02","7,250","개인","개인","1960","춘부길120번길","-","중개거래","충남 서천군"
"1167","충청남도 홍성군 장곡면 도산리","4**","단독","8m미만","99.85","446.00","202507","02","3,900","개인","개인","2007","장곡길","-","직거래","-"
"1168","광주광역시 서구 쌍촌동","1***","다가구","12m미만","575.86","298.40","202507","02","55,000","개인","개인","2004","운천로172번길","-","중개거래","광주 서구"
"1169","광주광역시 서구 광천동","2**","단독","12m미만","45.54","284.00","202507","02","64,500","개인","개인","2000","무진대로903번길","-","중개거래","광주 서구"
"1170","전북특별자치도 전주시 덕진구 인후동2가","1***","단독","8m미만","111.25","114.40","202507","02","13,500","개인","개인","1983","명주1길","-","중개거래","전북 전주시 덕진구"
"1171","경상북도 영주시 휴천동","6**","단독","8m미만","50.32","93.00","202507","02","2,800","개인","개인","1974","목민로60번길","-","직거래","-"
"1172","인천광역시 부평구 부평동","2**","다가구","12m미만","128.08","60.60","202507","02","67,000","개인","개인","1985","부평대로38번길","-","중개거래","인천 부평구"
