"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-06-23 ~ 2025-07-22"
"실거래구분 : 연립다세대(매매)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","건물명","전용면적(㎡)","대지권면적(㎡)","계약년월","계약일","거래금액(만원)","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"2178","강원특별자치도 평창군 대관령면 용산리","678","0678","0000","평창스카이테라하우스","31.8205","44.6756","202507","04","12,000","3","개인","개인","2016","솔봉로 278-84","-","직거래","-","25.07.17"
"2179","전북특별자치도 부안군 부안읍 봉덕리","768-4","0768","0004","강남센트럴하우스봉덕2차A동","71.1700","48.0740","202507","04","13,000","4","개인","개인","2012","송정길 18","-","직거래","-","25.07.07"
"2180","서울특별시 강서구 화곡동","102-312","0102","0312","더클래식","29.3800","19.2680","202507","03","19,500","2","개인","개인","2018","까치산로4길 101-9","-","직거래","-","25.07.11"
"2181","서울특별시 강서구 방화동","247-176","0247","0176","이수빌리지","40.5700","21.6518","202507","03","26,000","5","개인","개인","2015","방화대로 309-13","-","중개거래","서울 강서구","-"
"2182","경기도 성남시 수정구 태평동","3693-13","3693","0013","중앙빌라","76.9500","32.7920","202507","03","39,500","4","개인","개인","2002","수정로111번길 18","-","중개거래","경기 성남시 수정구","-"
"2183","경기도 성남시 수정구 태평동","3250-1","3250","0001","아인스맨션","59.3550","24.4000","202507","03","28,700","2","개인","개인","2002","남문로82번길 4","-","중개거래","경기 성남시 수정구","25.07.10"
"2184","부산광역시 동래구 온천동","1437-24","1437","0024","건흥하트빌라","84.7300","41.4100","202507","03","21,000","2","개인","개인","1996","중앙대로1333번길 23","-","중개거래","부산 동래구","-"
"2185","서울특별시 성동구 홍익동","298","0298","0000","애드하우징","29.1300","19.0000","202507","03","35,800","5","개인","개인","2019","무학로8길 14","-","중개거래","서울 성동구","25.07.14"
"2186","제주특별자치도 서귀포시 강정동","4642-1","4642","0001","강정동아정펠리즈","62.5300","112.0207","202507","03","21,500","3","개인","개인","2022","말질로225번길 7","-","중개거래","제주 서귀포시, 제주 제주시","25.07.10"
"2187","제주특별자치도 서귀포시 중문동","1869-1","1869","0001","중문메리디안연립","84.9300","153.5937","202507","03","37,900","4","개인","개인","2016","1100로 34","-","중개거래","제주 서귀포시","-"
"2188","서울특별시 강동구 둔촌동","71","0071","0000","부전빌라","47.2500","33.1600","202507","03","34,500","3","개인","개인","1992","풍성로65길 19-5","-","직거래","-","-"
"2189","제주특별자치도 제주시 조천읍 대흘리","1025-1","1025","0001","타임하우스","53.6400","182.2700","202507","03","16,000","1","개인","개인","2015","중산간동로 787","-","중개거래","제주 제주시","-"
"2190","제주특별자치도 제주시 한림읍 대림리","431","0431","0000","한림가온","70.5000","126.5417","202507","03","26,500","4","개인","법인","2017","한수풀로 146","-","중개거래","제주 제주시","-"
"2191","제주특별자치도 제주시 도평동","6","0006","0000","에코그린빌6차","67.8100","130.2115","202507","03","30,000","3","개인","개인","2015","우평로 64","20250704","중개거래","제주 제주시","-"
"2192","대구광역시 북구 관음동","1321","1321","0000","칠곡한라","59.9850","81.7588","202507","03","13,000","2","개인","개인","1992","칠곡중앙대로91길 58","-","직거래","-","25.07.03"
"2193","제주특별자치도 제주시 도련일동","134","0134","0000","삼화리오팰리스","66.0344","138.0906","202507","03","17,267","1","개인","법인","2019","생목수원로 56-1","-","직거래","-","-"
"2194","대구광역시 달서구 성당동","654-7","0654","0007","행운빌","84.5400","45.0000","202507","03","16,000","3","개인","개인","2004","야외음악당로15길 9","-","중개거래","대구 서구","-"
"2195","서울특별시 성동구 성수동2가","321-107","0321","0107","르하임성수","14.6300","5.9700","202507","03","31,000","11","개인","개인","2022","연무장길 50-1","-","직거래","-","25.07.04"
"2196","부산광역시 수영구 광안동","167-2","0167","0002","동산빌라B동","69.9750","28.4215","202507","03","25,200","3","개인","개인","2000","광안로16번길 63","-","중개거래","부산 수영구","-"
"2197","서울특별시 송파구 방이동","170-22","0170","0022","거산빌라A","43.8500","20.8280","202507","03","30,000","1","개인","개인","1993","위례성대로8길 12","-","중개거래","서울 송파구","-"
"2198","서울특별시 송파구 방이동","145-46","0145","0046","옥산빌라트","51.6700","25.4000","202507","03","32,000","4","개인","개인","2002","백제고분로48가길 14-22","-","중개거래","서울 송파구","-"
"2199","전북특별자치도 익산시 황등면 황등리","921-18","0921","0018","남부","63.4800","72.2619","202507","03","4,000","1","개인","개인","1986","황등8길 6-1","-","직거래","-","25.07.03"
"2200","경상남도 합천군 대양면 정양리","136-17","0136","0017","스위트캐슬9단지","36.2575","49.3191","202507","03","13,500","1","법인","개인","2018","동부로 32-11","-","중개거래","경남 합천군","25.07.09"
"2201","경상남도 양산시 물금읍 범어리","2835","2835","0000","양산더포레스트엠","130.9024","248.6440","202507","03","60,500","2","개인","개인","2022","황산로 753","-","중개거래","경남 양산시","-"
"2202","경상남도 거제시 고현동","200-1","0200","0001","주원그린빌","34.9950","13.6486","202507","03","1,300","5","개인","개인","2002","거제중앙로13길 13-8","-","직거래","-","25.07.08"
"2203","부산광역시 수영구 광안동","155-33","0155","0033","휴미소빌","15.3600","9.6500","202507","03","15,200","4","개인","개인","2012","수영로594번길 70","-","중개거래","부산 남구, 부산 수영구","-"
"2204","경상남도 김해시 삼방동","574-7","0574","0007","한샘베스트빌라3동","64.2600","34.4000","202507","03","2,500","4","개인","개인","1995","인제로244번길 1-12","-","중개거래","경남 김해시","25.07.09"
"2205","서울특별시 송파구 문정동","93-9","0093","0009","토브마스터클래스","39.3600","23.2300","202507","03","46,800","2","개인","개인","2019","송이로34길 37","-","중개거래","서울 송파구","-"
"2206","인천광역시 미추홀구 도화동","120-70","0120","0070","한일빌라(120-70)","39.2300","26.7990","202507","03","8,300","1","개인","개인","1994","석정로333번길 21","-","중개거래","인천 미추홀구","-"
"2207","서울특별시 광진구 구의동","52-4","0052","0004","세원그린빌","54.7900","31.1000","202507","03","43,800","2","개인","개인","2012","자양로45길 27","-","중개거래","서울 광진구","-"
"2208","경상남도 창원시 의창구 팔용동","163-2","0163","0002","대원하이빌C동","84.9800","60.1900","202507","03","20,000","4","개인","개인","2011","사화로1번길 14","-","중개거래","경남 창원시 의창구","-"
"2209","경상북도 울진군 울진읍 읍내리","308-25","0308","0025","우정펠리스그린","63.4627","60.5447","202507","03","18,000","5","개인","개인","2013","월변4길 30","-","중개거래","경북 울진군","-"
"2210","서울특별시 송파구 삼전동","110-3","0110","0003","동원빌라트","44.2900","20.5500","202507","03","40,000","4","개인","개인","2003","백제고분로27길 40-12","-","중개거래","서울 송파구","-"
"2211","경상북도 울진군 울진읍 읍내리","600","0600","0000","명지그린","46.1700","45.7900","202507","03","9,000","2","개인","개인","1985","새마실2길 6","-","중개거래","경북 울진군","-"
"2212","경상북도 청도군 화양읍 범곡리","399-10","0399","0010","비슬블랜하임","72.2100","136.0142","202507","03","8,001","4","개인","법인","2017","청려로 1880","-","직거래","-","-"
"2213","경상북도 경산시 백천동","115-61","0115","0061","유스빌리지102동103동","66.1650","52.8750","202507","03","12,500","3","개인","개인","2015","백천길 13-8","-","중개거래","경북 경산시","-"
"2214","인천광역시 미추홀구 주안동","259-1","0259","0001","남송빌리지","52.5100","35.3100","202507","03","11,500","2","개인","개인","2007","경인로438번길 42","-","직거래","-","25.07.04"
"2215","인천광역시 미추홀구 주안동","877-6","0877","0006","플러스홈","48.7800","18.9700","202507","03","12,500","5","개인","개인","2010","주안로193번길 12-39","-","직거래","-","25.07.03"
"2216","강원특별자치도 태백시 황지동","274-565","0274","0565","시민(274-565)","49.1400","55.5023","202507","03","2,800","3","개인","개인","1982","연지로25번길 42","-","직거래","-","25.07.03"
"2217","서울특별시 광진구 군자동","476-13","0476","0013","(476-13)","65.7400","32.2500","202507","03","54,000","4","개인","개인","2003","능동로31길 12-9","-","중개거래","서울 광진구","-"
"2218","서울특별시 동대문구 용두동","138-172","0138","0172","탑스하우징B동","29.7300","19.8720","202507","03","38,900","4","개인","법인","2021","왕산로19길 43","-","직거래","-","25.07.17"
"2219","경상북도 포항시 남구 해도동","83-6","0083","0006","제일(83-6)","50.0800","40.5300","202507","03","5,900","1","개인","개인","1980","상공로234번길 40","20250708","중개거래","경북 포항시 남구","-"
"2220","경상북도 포항시 남구 해도동","83-6","0083","0006","제일(83-6)","50.0800","40.5300","202507","03","5,900","1","개인","개인","1980","상공로234번길 40","-","중개거래","경북 포항시 남구, 경북 포항시 북구","25.07.11"
"2221","인천광역시 미추홀구 문학동","333-19","0333","0019","주영탑스빌2동","33.5000","18.4000","202507","03","4,400","2","개인","개인","2001","승학길26번길 21","-","중개거래","인천 서구","25.07.14"
"2222","서울특별시 종로구 구기동","81-18","0081","0018","중앙하이츠빌라","198.5000","210.0100","202507","03","135,000","2","개인","개인","1993","진흥로21길 12-6","-","중개거래","서울 종로구","-"
"2223","전라남도 강진군 강진읍 동성리","280-1","0280","0001","엔젤리안","84.9900","105.1250","202507","03","15,500","5","개인","개인","2017","향교로 72","-","중개거래","전남 강진군","25.07.07"
"2224","서울특별시 송파구 송파동","136-12","0136","0012","드림빌나","68.7200","32.0000","202507","03","59,500","4","개인","개인","2003","백제고분로46길 3-14","-","중개거래","서울 송파구","-"
"2225","서울특별시 송파구 송파동","86-9","0086","0009","대영하이츠빌","53.9000","24.8500","202507","03","46,500","5","개인","개인","2002","송파대로42길 17","-","중개거래","서울 송파구","-"
"2226","전라남도 장흥군 장흥읍 예양리","121-3","0121","0003","복음빌라","91.8000","92.0000","202507","03","7,000","3","개인","개인","1994","예양1길 19","-","직거래","-","25.07.08"
"2227","서울특별시 중랑구 면목동","89-39","0089","0039","에코팰리스","26.6200","16.9800","202507","03","23,500","3","개인","개인","2014","상봉로19길 5-11","-","중개거래","서울 중랑구","-"
"2228","서울특별시 중랑구 면목동","65-58","0065","0058","화이트캐슬","47.3000","30.4900","202507","03","42,000","4","개인","개인","2016","용마산로81길 18","-","중개거래","서울 중랑구","-"
"2229","충청남도 금산군 금산읍 상리","19-1","0019","0001","두성아트빌라","38.0100","25.4400","202507","03","3,800","1","개인","개인","1997","군청6길 22","-","중개거래","충남 금산군","-"
"2230","충청남도 당진시 송악읍 가학리","412-15","0412","0015","(412-15)","63.6910","75.3025","202507","03","9,200","3","개인","개인","2015","송악로 151-6","-","중개거래","충남 당진시","25.07.08"
"2231","서울특별시 종로구 평창동","64-3","0064","0003","금강하이츠빌라","39.6700","50.8100","202507","03","40,000","3","개인","개인","1989","평창24길 18","-","중개거래","서울 종로구","25.07.15"
"2232","부산광역시 수영구 광안동","133-17","0133","0017","명성갤러리","25.1150","17.6490","202507","03","25,000","3","개인","개인","2017","수영로606번길 98","-","중개거래","부산 연제구","-"
"2233","강원특별자치도 태백시 통동","69-67","0069","0067","경동주택((주)경동사택)","46.8900","87.2371","202507","03","1,200","2","개인","개인","1989","통리길 23","-","직거래","-","25.07.04"
"2234","서울특별시 송파구 잠실동","223-9","0223","0009","(223-9)","24.1100","15.0855","202507","03","37,000","2","개인","개인","2020","백제고분로11길 8-8","-","직거래","-","-"
"2235","충청남도 아산시 음봉면 신휴리","792","0792","0000","스페이스마리","29.9000","19.1139","202507","03","6,800","5","개인","개인","2018","아산밸리로 461","-","직거래","-","25.07.03"
"2236","인천광역시 남동구 간석동","528-5","0528","0005","대헌로얄빌라C동","36.1300","25.6500","202507","03","6,700","2","개인","개인","1990","경인로 543-9","-","직거래","-","25.07.03"
"2237","서울특별시 강남구 대치동","979-22","0979","0022","삼안타운","58.3900","58.7100","202507","03","140,000","2","개인","개인","1988","영동대로65길 44","-","중개거래","서울 강남구","-"
"2238","충청북도 제천시 청전동","78-114","0078","0114","이너팰리스101동","36.8000","38.5150","202507","03","7,900","5","개인","개인","2012","내제로39길 1","-","중개거래","충북 제천시","-"
"2239","서울특별시 강남구 개포동","160-1","0160","0001","평화빌라A동(160-1)","72.6400","36.5000","202507","03","108,000","3","개인","개인","1993","선릉로8길 22","-","중개거래","서울 강남구","-"
"2240","서울특별시 강남구 역삼동","774-24","0774","0024","역삼이안베스티움","25.2000","14.2330","202507","03","49,000","6","개인","개인","2019","언주로71길 19-2","-","중개거래","서울 강남구","25.07.16"
"2241","서울특별시 성북구 석관동","120-41","0120","0041","누리애빌","52.7300","35.0650","202507","03","28,000","3","개인","개인","2015","한천로72길 17-5","-","직거래","-","25.07.10"
"2242","서울특별시 서초구 서초동","1350-3","1350","0003","서초실버타운(A)","71.3700","35.0800","202507","03","50,000","3","개인","개인","1991","서운로9길 50","-","직거래","-","25.07.09"
"2243","경기도 포천시 가산면 마산리","564-2","0564","0002","초원빌라(다,라동)","46.6400","55.7600","202507","03","3,600","2","개인","개인","1997","선마로 153","-","중개거래","경기 포천시","-"
"2244","경기도 포천시 선단동","462-2","0462","0002","삼본주택","46.8000","39.5100","202507","03","5,100","2","개인","개인","1996","삼육사로 2221-1","-","중개거래","경기 포천시","-"
"2245","인천광역시 남동구 남촌동","317-8","0317","0008","남동맨션","58.7800","32.1200","202507","03","5,500","-1","개인","개인","2001","남촌동로3번길 17","-","직거래","-","25.07.08"
"2246","서울특별시 강북구 수유동","703-1","0703","0001","금강에뜨레","38.7600","26.1070","202507","03","24,300","4","개인","개인","2015","한천로170길 56","-","중개거래","서울 강북구","-"
"2247","경기도 광주시 양벌동","420-16","0420","0016","라온빌(102동)","56.3300","62.7500","202507","03","15,000","1","개인","개인","2016","마루들길 145-6","-","직거래","-","25.07.04"
"2248","부산광역시 수영구 광안동","137-28","0137","0028","스타뷰타워21","17.8800","11.8399","202507","03","26,000","2","개인","개인","2021","수영로606번길 54","-","중개거래","부산 수영구","-"
"2249","경기도 광주시 양벌동","699-1","0699","0001","현대빌리지(나동)","58.1600","50.7500","202507","03","17,700","2","개인","개인","2015","양촌안길 43-2","-","중개거래","경기 광주시","-"
"2250","서울특별시 용산구 효창동","5-78","0005","0078","세종프라임빌","24.6100","17.4200","202507","03","49,000","5","개인","개인","2021","효창원로66길 11","-","중개거래","서울 용산구","-"
"2251","경기도 광주시 매산동","238-22","0238","0022","뉴파라곤","73.2900","89.4960","202507","03","27,400","3","개인","개인","2021","매자리길 13-63","-","중개거래","경기 광주시","-"
"2252","서울특별시 강북구 우이동","148-11","0148","0011","평산산장타운","79.2600","57.5700","202507","03","26,500","3","개인","개인","1998","삼양로163나길 51","-","중개거래","서울 강북구, 서울 도봉구","-"
"2253","서울특별시 강북구 우이동","56-49","0056","0049","GY펠리체","29.6000","20.8320","202507","03","21,500","2","개인","개인","2018","삼양로155길 12","-","중개거래","서울 강북구, 서울 도봉구","-"
"2254","서울특별시 도봉구 쌍문동","81-22","0081","0022","삼일씨티빌B","59.8300","34.8100","202507","03","36,000","4","개인","개인","2021","도봉로127길 31-15","-","중개거래","서울 도봉구","-"
"2255","서울특별시 도봉구 방학동","616-5","0616","0005","청솔시티빌","62.9400","23.6300","202507","03","19,100","5","개인","개인","2001","시루봉로15길 9","-","중개거래","서울 도봉구","25.07.04"
"2256","서울특별시 관악구 신림동","387-2","0387","0002","상지빌라","84.0100","82.0000","202507","03","78,000","3","개인","개인","1986","양지1길 2-12","-","중개거래","서울 관악구","-"
"2257","서울특별시 관악구 신림동","98-242","0098","0242","(98-242)","33.4100","18.0500","202507","03","16,500","2","개인","개인","1993","복은7길 30","-","중개거래","서울 관악구","-"
"2258","서울특별시 도봉구 창동","455-2","0455","0002","태영빌(455-2)","46.5200","27.0000","202507","03","18,000","3","개인","개인","2014","덕릉로60길 66","-","직거래","-","-"
"2259","경기도 광주시 송정동","583-23","0583","0023","정성빌라(가)","58.9200","36.5810","202507","03","17,000","3","개인","개인","2001","중앙로175번길 23","-","직거래","-","-"
"2260","경기도 화성시 정남면 신리","190-13","0190","0013","골든빌B동","71.1750","81.2500","202507","03","21,500","4","개인","개인","2018","만년로 441-9","-","중개거래","경기 화성시","-"
"2261","인천광역시 부평구 부개동","101-23","0101","0023","시티하우스103동","39.5800","18.3300","202507","03","15,150","3","개인","개인","2002","충선로73번길 25","-","중개거래","인천 부평구","-"
"2262","서울특별시 관악구 봉천동","180-435","0180","0435","산장빌라","57.9600","32.9300","202507","03","22,000","3","개인","개인","1993","인헌16나길 34","-","중개거래","서울 관악구","-"
"2263","서울특별시 은평구 불광동","71-12","0071","0012","해드림하우스104동","37.4700","22.5700","202507","03","33,500","4","개인","개인","2019","연서로 348","-","중개거래","서울 은평구","-"
"2264","서울특별시 은평구 구산동","310-1","0310","0001","양지그린파크","51.4200","28.0400","202507","03","8,000","-1","개인","개인","1998","서오릉로25길 7","-","직거래","-","25.07.03"
"2265","인천광역시 계양구 계산동","895-12","0895","0012","한림주택(라동)","46.8000","35.2300","202507","03","5,100","1","개인","개인","1988","경명대로1017번길 29-4","-","중개거래","인천 계양구","-"
"2266","경기도 이천시 장호원읍 노탑리","199-87","0199","0087","으뜸마을(2차)","82.9250","98.6940","202507","03","13,800","4","개인","개인","2014","장여로85번길 60-36","-","직거래","-","-"
"2267","서울특별시 은평구 구산동","308-10","0308","0010","LG빌라","60.8500","39.9470","202507","03","25,500","2","개인","개인","2008","서오릉로25길 11-3","-","중개거래","서울 은평구","-"
"2268","서울특별시 은평구 대조동","48-33","0048","0033","(48-33)","48.0800","26.5900","202507","03","31,500","5","개인","개인","2010","서오릉로10길 5-4","-","중개거래","서울 은평구","-"
"2269","경기도 파주시 야당동","153-61","0153","0061","자연에가3차319동","64.4800","79.0000","202507","03","20,800","3","개인","개인","2017","탄현로 144-63","-","중개거래","경기 파주시","-"
"2270","서울특별시 동작구 대방동","415-41","0415","0041","대경드림빌","50.9700","26.2500","202507","03","43,000","5","개인","개인","2003","여의대방로24나길 21-1","20250719","중개거래","서울 동작구","-"
"2271","서울특별시 동작구 대방동","396-16","0396","0016","금호타운(나)","57.8250","26.4500","202507","03","45,600","3","개인","개인","2002","대방동1길 29","-","중개거래","서울 동작구","-"
"2272","경기도 용인시 수지구 죽전동","433-4","0433","0004","동산빌라","30.6000","24.1930","202507","03","10,000","2","개인","개인","2008","정든로14번길 20","-","중개거래","경기 성남시 분당구","-"
"2273","경기도 용인시 수지구 풍덕천동","582-5","0582","0005","한일타운","69.4600","41.6200","202507","03","42,000","4","개인","개인","2012","풍덕천로22번길 59","-","중개거래","경기 용인시 수지구","-"
"2274","서울특별시 은평구 응암동","730-29","0730","0029","제니스빌","25.3500","14.9750","202507","03","15,500","6","개인","개인","2017","가좌로7가길 13","-","중개거래","서울 은평구","-"
"2275","서울특별시 동작구 사당동","180-68","0180","0068","수빈빌","41.7000","35.7000","202507","03","34,700","4","개인","개인","2018","사당로23길 237","-","중개거래","서울 동작구","-"
"2276","서울특별시 은평구 신사동","200-13","0200","0013","대경쉐르빌","68.4000","36.9900","202507","03","39,000","3","개인","개인","2006","은평터널로 169-11","-","중개거래","서울 은평구","-"
"2277","서울특별시 은평구 진관동","9","0009","0000","은평지웰테라스","84.3116","97.7294","202507","03","78,500","2","개인","개인","2017","진관4로 78-38","-","중개거래","서울 은평구","-"
"2278","인천광역시 서구 검암동","513-6","0513","0006","그랜드비스타(513-6)","37.7000","28.5330","202507","03","10,000","2","개인","개인","2011","검암로20번길 37","-","중개거래","인천 서구","25.07.03"
"2279","서울특별시 동작구 사당동","1020-5","1020","0005","현대아트빌","77.2000","37.1400","202507","03","63,500","4","개인","개인","2002","동작대로9길 36","-","중개거래","서울 동작구","-"
"2280","강원특별자치도 강릉시 주문진읍 주문리","325-6","0325","0006","골든팰리스C동","52.2525","37.0600","202507","03","12,000","2","개인","개인","2016","구소방서길 9-1","-","중개거래","강원 강릉시","-"
"2281","경기도 용인시 처인구 김량장동","213-9","0213","0009","경남주택","50.8800","21.2500","202507","03","10,000","3","개인","개인","1992","금학로349번길 18-6","-","중개거래","경기 용인시 처인구","25.07.04"
"2282","경기도 하남시 감이동","369-4","0369","0004","위례파크빌(A동)","56.8600","35.9457","202507","03","44,500","3","개인","개인","2019","학암로9번길 41","-","직거래","-","25.07.04"
"2283","경기도 군포시 금정동","731-3","0731","0003","영광(가)","36.0900","22.8750","202507","03","20,000","3","개인","개인","1989","당산로172번길 10","-","직거래","-","25.07.04"
"2284","인천광역시 서구 심곡동","342-6","0342","0006","한진게이트빌(342-6)","46.2400","21.7919","202507","03","11,000","1","개인","개인","2002","승학로197번길 20-12","-","중개거래","인천 서구","-"
"2285","인천광역시 서구 가정동","528-25","0528","0025","삼우타운빌라6동","32.0600","24.0500","202507","03","7,000","4","개인","개인","1994","가남로 357","-","직거래","-","25.07.03"
"2286","서울특별시 서대문구 연희동","727-6","0727","0006","크로바주택A동","41.5900","34.7100","202507","03","13,500","-1","개인","개인","1986","가좌로 26","-","중개거래","서울 서대문구","-"
"2287","인천광역시 서구 석남동","448","0448","0000","정석빌라5동","29.2800","14.7600","202507","03","5,600","3","개인","개인","1993","율도로66번길 7","-","중개거래","인천 미추홀구, 인천 서구","-"
"2288","서울특별시 중구 신당동","432-428","0432","0428","(432-428)","40.9600","16.4900","202507","03","24,000","1","개인","개인","1999","동호로11나길 73","-","중개거래","서울 중구","-"
"2289","서울특별시 동작구 상도동","212-39","0212","0039","한신베네스트","34.8200","23.9800","202507","03","31,500","5","개인","개인","2014","양녕로20길 127","-","중개거래","서울 동작구","-"
"2290","경기도 구리시 토평동","288-2","0288","0002","스토리빌","62.2200","50.4900","202507","03","43,500","2","개인","개인","2017","벌말로70번길 55","-","중개거래","경기 구리시","-"
"2291","경기도 구리시 토평동","659","0659","0000","동명(659)","35.0550","50.1875","202507","03","24,500","2","개인","개인","1991","벌말로129번길 28-9","-","중개거래","제주 제주시","25.07.14"
"2292","경기도 구리시 아천동","356-6","0356","0006","르비앙(101동,102동)","76.2600","85.7000","202507","03","60,000","1","개인","개인","2015","아치울길 25-5","-","중개거래","경기 구리시","-"
"2293","인천광역시 서구 가좌동","72-21","0072","0021","씨엠팰리스","54.5700","35.1900","202507","03","17,800","5","개인","개인","2015","원적로105번길 15","-","중개거래","인천 부평구","25.07.03"
"2294","경기도 과천시 문원동","15-84","0015","0084","파크빌","63.7100","34.1040","202507","03","35,000","2","개인","개인","2002","공원마을길 11","-","직거래","-","25.07.07"
"2295","경기도 고양시 일산서구 덕이동","379-3","0379","0003","엘타운시티102동103동","68.4700","86.3200","202507","03","25,000","1","개인","개인","2016","하이파크3로 38-1","-","중개거래","경기 고양시 일산서구","-"
"2296","경기도 고양시 일산동구 풍동","1377","1377","0000","요진와이하우스101동-108동","39.9500","55.4600","202507","03","18,500","4","개인","개인","2013","무궁화로 255","-","중개거래","경기 고양시 일산서구","25.07.07"
"2297","서울특별시 마포구 당인동","24-4","0024","0004","(24-4)","36.6500","21.8750","202507","03","48,000","1","개인","개인","1991","어울마당로2길 18","-","중개거래","서울 마포구","-"
"2298","서울특별시 마포구 합정동","459-1","0459","0001","광덕빌라","40.5600","19.8500","202507","03","59,900","3","개인","개인","1992","동교로8안길 10","-","중개거래","서울 마포구, 서울 서초구","-"
"2299","서울특별시 마포구 합정동","429-40","0429","0040","(429-40)","25.6600","6.6100","202507","03","7,000","-1","개인","개인","2009","월드컵로7안길 15","-","직거래","-","25.07.03"
"2300","서울특별시 마포구 성산동","145-2","0145","0002","성산지구연립주택제31동","25.0600","26.1125","202507","03","29,000","1","개인","개인","1976","월드컵북로30길 34","-","직거래","-","25.07.03"
"2301","서울특별시 마포구 성산동","145-2","0145","0002","성산지구연립주택제31동","22.6800","26.1125","202507","03","30,000","1","개인","개인","1976","월드컵북로30길 34","-","직거래","-","25.07.03"
"2302","서울특별시 마포구 성산동","134-17","0134","0017","소노하우스","46.9000","359.0000","202507","03","40,900","5","개인","개인","2017","모래내로9길 23","20250707","중개거래","서울 마포구","-"
"2303","서울특별시 마포구 성산동","134-17","0134","0017","소노하우스","46.9000","29.8400","202507","03","40,900","5","개인","개인","2017","모래내로9길 23","-","중개거래","서울 마포구","-"
"2304","경기도 안산시 단원구 고잔동","661-2","0661","0002","무진3","55.4400","43.1800","202507","03","20,000","1","개인","개인","1991","인현로 39","-","중개거래","경기 안산시 단원구","-"
"2305","경기도 안산시 상록구 부곡동","673-12","0673","0012","신원홈타운","73.5500","38.5200","202507","03","15,900","2","개인","개인","2012","성호로16안길 12-19","-","중개거래","경기 안산시 상록구","-"
"2306","경기도 안산시 상록구 부곡동","671-1","0671","0001","대신맨션(671-1)","83.3100","47.4600","202507","03","18,000","5","개인","개인","2011","성호로19길 37","-","직거래","-","25.07.03"
"2307","경기도 안산시 상록구 팔곡이동","457-6","0457","0006","무지개타운(2동)","58.6800","50.7717","202507","03","10,700","4","개인","개인","1993","담원1길 19","-","중개거래","경기 안산시 상록구, 서울 중랑구","-"
"2308","서울특별시 양천구 신정동","295-104","0295","0104","목동빌리지A동","56.8000","26.9770","202507","03","47,000","2","개인","개인","2001","신목로 23-8","-","중개거래","서울 양천구","-"
"2309","대전광역시 동구 인동","54-8","0054","0008","성광주택","45.0400","21.7563","202507","03","7,000","3","개인","개인","2016","대전로 695-6","-","직거래","-","25.07.03"
"2310","서울특별시 양천구 신정동","1196-12","1196","0012","우성","47.1600","22.3300","202507","03","75,000","2","개인","개인","1993","중앙로29길 108-11","-","중개거래","서울 강남구, 서울 양천구","-"
"2311","서울특별시 양천구 신정동","973-2","0973","0002","마음의도시","21.0500","8.8800","202507","03","40,000","3","개인","개인","2021","중앙로46길 8","-","중개거래","서울 양천구","25.07.10"
"2312","경기도 평택시 안중읍 현화리","264","0264","0000","청죽빌라B동","30.8900","22.1000","202507","03","5,400","2","개인","개인","1991","안중믿음길 13-1","-","중개거래","경기 평택시","-"
"2313","경기도 평택시 세교동","432-68","0432","0068","장미타운35동","56.6100","40.8333","202507","03","7,000","1","개인","개인","1991","은실5길 63-5","-","직거래","-","25.07.03"
"2314","서울특별시 영등포구 신길동","3961-1","3961","0001","보라매빌","26.8100","16.9505","202507","03","29,700","6","개인","개인","2021","대방천로 219","-","중개거래","서울 영등포구","-"
"2315","서울특별시 영등포구 신길동","355-166","0355","0166","대영홈타운","38.2800","22.4050","202507","03","35,500","5","개인","개인","2009","도림로 273-3","-","중개거래","서울 영등포구","25.07.15"
"2316","경기도 광명시 광명동","179-16","0179","0016","신진연립(179-16)","49.4700","24.5600","202507","03","45,000","3","개인","개인","1991","너부대로43번길 8","-","중개거래","경기 광명시","-"
"2317","경기도 광명시 광명동","164-16","0164","0016","삼익빌라1동(164-16)","49.5600","32.6700","202507","03","36,000","1","개인","개인","1990","오리로1025번길 10-33","-","중개거래","경기 광명시","-"
"2318","강원특별자치도 평창군 대관령면 횡계리","275-20","0275","0020","해오름빌","33.9800","23.7413","202507","03","3,750","3","개인","법인","2004","송천2길 11","-","중개거래","강원 평창군","25.07.11"
"2319","강원특별자치도 평창군 대관령면 횡계리","275-20","0275","0020","해오름빌","72.3000","49.7790","202507","03","7,900","3","개인","법인","2004","송천2길 11","-","중개거래","강원 평창군","25.07.11"
