"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-06-23 ~ 2025-07-22"
"실거래구분 : 오피스텔(매매)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","매수","매도","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"1409","서울특별시 영등포구 양평동4가","281","0281","0000","르네상스 한강 오피스텔","37.6600","202506","29","40,000","9","개인","개인","2004","양평로12가길 14","-","중개거래","서울 영등포구"
"1410","전라남도 여수시 웅천동","1875-1","1875","0001","포레나 여수 웅천 디 아일랜드","27.1918","202506","29","10,000","15","개인","개인","2020","웅천남4로 17","-","중개거래","전남 여수시"
"1411","부산광역시 부산진구 가야동","82-6","0082","0006","가야센트리움","54.7900","202506","29","13,800","6","개인","개인","2018","가야대로587번길 11-26","-","중개거래","부산 부산진구"
"1412","경기도 하남시 학암동","654","0654","0000","위례 지웰푸르지오","84.7100","202506","29","85,000","2","개인","개인","2018","위례대로 220-1","-","중개거래","경기 하남시"
"1413","서울특별시 성동구 금호동1가","1755","1755","0000","금호힐오피스텔","29.9700","202506","29","17,000","4","개인","개인","2002","금호로 94","-","직거래","-"
"1414","서울특별시 금천구 가산동","144-5","0144","0005","G밸리 노블루체 스위트","29.7500","202506","29","25,900","11","개인","개인","2020","가산로9길 17","-","중개거래","서울 금천구"
"1415","부산광역시 해운대구 우동","1410-1","1410","0001","마린시티두산위브포세이돈","130.7700","202506","28","82,000","28","개인","개인","2007","마린시티1로 91","-","중개거래","부산 해운대구"
"1416","경기도 하남시 망월동","1079","1079","0000","우성르보아파크","18.7200","202506","28","9,000","7","개인","개인","2018"," ","-","중개거래","경기 하남시"
"1417","대구광역시 중구 봉산동","50","0050","0000","반월당 클래시아2차","26.1761","202506","28","11,500","18","법인","개인","2018","명륜로23길 106","-","중개거래","대구 수성구"
"1418","서울특별시 송파구 방이동","49-4","0049","0004","아주리센 센트럴파크","28.8800","202506","28","31,800","7","개인","개인","2018","오금로11길 55-8","-","중개거래","서울 송파구"
"1419","인천광역시 동구 송현동","64-3","0064","0003","동인천역코아루시티","22.1310","202506","28","7,450","19","개인","개인","2019","송현로 25","-","중개거래","인천 동구"
"1420","경기도 안성시 대덕면 내리","715-1","0715","0001","청룡오피스텔","24.4400","202506","28","3,400","8","개인","개인","2002","내리7길 21","-","중개거래","경기 안성시"
"1421","서울특별시 서초구 서초동","1445-13","1445","0013","서초쌍용플래티넘","56.9200","202506","28","51,000","5","개인","개인","2006","서초중앙로 18","-","중개거래","서울 서초구"
"1422","대구광역시 중구 동인동2가","51","0051","0000","국채보상공원 화성파크드림CITY","29.4168","202506","28","9,450","16","개인","개인","2015","국채보상로 655","-","중개거래","대구 중구"
"1423","경기도 성남시 분당구 구미동","9-1","0009","0001","분당 엠코 헤리츠","61.1800","202506","28","57,000","8","개인","법인","2014","성남대로 151","-","중개거래","경기 성남시 분당구"
"1424","경기도 수원시 장안구 정자동","950","0950","0000","화서역 파크 푸르지오","49.1400","202506","28","31,500","11","법인","개인","2021"," ","-","중개거래","경기 수원시 장안구"
"1425","경기도 수원시 장안구 조원동","894","0894","0000","일호골든타워","34.0000","202506","28","11,300","11","개인","개인","2003","경수대로 940","-","중개거래","경기 수원시 장안구"
"1426","서울특별시 강서구 마곡동","773","0773","0000","힐스테이트 에코 마곡역","19.8681","202506","28","17,000","14","개인","개인","2017","마곡중앙로 76","-","중개거래","서울 강서구"
"1427","경기도 고양시 덕양구 도내동","950","0950","0000","원흥퍼스트푸르지오시티","20.6730","202506","28","10,000","24","개인","개인","2021"," ","-","중개거래","경기 고양시 덕양구"
"1428","경상북도 경주시 성동동","420-33","0420","0033","동부이끌림7차","84.8400","202506","28","10,900","2","개인","개인","2014","양정로 144-19","-","중개거래","경북 경주시"
"1429","서울특별시 마포구 성산동","277-4","0277","0004","동호 오피스텔","20.7200","202506","28","20,000","5","개인","법인","2003","성산로2길 15","-","중개거래","서울 마포구"
"1430","부산광역시 서구 암남동","615-2","0615","0002","전원비치오피스텔","39.2000","202506","28","7,400","8","개인","개인","1990","송도해변로 31","-","중개거래","부산 서구"
"1431","경기도 성남시 분당구 정자동","16-1","0016","0001","정자역 AK 와이즈플레이스","31.4300","202506","28","29,700","9","개인","개인","2015"," ","-","중개거래","경기 성남시 분당구"
"1432","서울특별시 마포구 공덕동","1-13","0001","0013","에이크로아이트 마포","35.2100","202506","28","57,000","12","개인","법인","2024","만리재로 125","-","직거래","-"
"1433","경기도 남양주시 다산동","6058-1","6058","0001","다산 헤리움 그랑비스타 1차","26.4632","202506","28","17,000","10","개인","개인","2019","다산중앙로123번길 22-26","-","중개거래","경기 남양주시"
"1434","서울특별시 마포구 성산동","591-6","0591","0006","상암 퍼스티지 더올림 오피스텔","17.1400","202506","28","16,300","10","개인","개인","2018","모래내로1길 17","-","중개거래","서울 마포구"
"1435","서울특별시 송파구 문정동","622","0622","0000","송파한화오벨리스크","26.8200","202506","28","19,650","9","개인","개인","2013","충민로 5","-","중개거래","서울 송파구"
"1436","경기도 고양시 일산동구 장항동","746","0746","0000","우인아크리움빌II","29.3800","202506","28","7,700","12","개인","개인","2004","무궁화로 7-63","-","중개거래","경기 고양시 일산서구"
"1437","경기도 용인시 기흥구 구갈동","657","0657","0000","기흥역 롯데캐슬 레이시티","22.0600","202506","28","15,500","19","개인","개인","2017"," ","-","중개거래","경기 용인시 기흥구"
"1438","경기도 군포시 당동","747-22","0747","0022","상훈휴팰리스","82.9600","202506","28","30,000","6","개인","개인","2019","군포로560번길 3","-","중개거래","경기 군포시"
"1439","경기도 고양시 일산동구 백석동","1241-2","1241","0002","백석위브센티움","33.2600","202506","28","9,900","10","개인","개인","2003","일산로 78","-","중개거래","경기 고양시 일산동구"
"1440","인천광역시 서구 청라동","96-9","0096","0009","리베라움 더레이크 플러스","21.7044","202506","28","9,800","24","개인","개인","2022","청라대로 131","20250711","중개거래","인천 서구"
"1441","경기도 안양시 동안구 관양동","1591","1591","0000","평촌아크로타워","66.5700","202506","28","35,600","22","개인","개인","2007","시민대로 230","-","중개거래","경기 안양시 동안구"
"1442","충청남도 천안시 서북구 불당동","1284","1284","0000","천안불당2차 중흥S-클래스 프라디움레이크","84.9965","202506","28","24,000","19","개인","개인",""," ","-","중개거래","충남 천안시 서북구"
"1443","경기도 의정부시 가능동","831-6","0831","0006","로얄팰리스","69.9600","202506","28","15,500","6","개인","개인","2015"," ","-","중개거래","경기 의정부시"
"1444","인천광역시 부평구 청천동","177-1","0177","0001","골든 힐 타운","66.1500","202506","28","21,600","11","개인","개인","2020"," ","-","중개거래","인천 부평구"
"1445","경기도 화성시 능동","1066-3","1066","0003","동탄아르젠3차","22.2300","202506","28","6,200","10","개인","개인","2013","동탄원천로 354-16","-","중개거래","경기 수원시 영통구, 경기 화성시"
"1446","경상남도 창원시 성산구 중앙동","96-3","0096","0003","라큐비","23.4800","202506","28","7,200","6","개인","개인","2015","중앙대로83번길 8","-","중개거래","경남 창원시 성산구"
"1447","서울특별시 금천구 가산동","144-5","0144","0005","G밸리 노블루체 스위트","29.7500","202506","28","25,000","6","개인","개인","2020","가산로9길 17","-","중개거래","서울 금천구"
"1448","부산광역시 수영구 광안동","118-2","0118","0002","성우이린타워","40.0800","202506","28","17,000","17","개인","개인","2019","수영로618번길 4","-","중개거래","부산 수영구"
"1449","경기도 고양시 덕양구 삼송동","294","0294","0000","힐스테이트 삼송역 스칸센(2블록)","22.8910","202506","28","13,850","9","개인","개인","2021","삼송로 240","20250629","중개거래","경기 고양시 덕양구"
"1450","경기도 하남시 망월동","1099-1","1099","0001","힐스테이트 미사역 그랑파사쥬(11-1BL)","72.9365","202506","28","61,700","10","개인","개인","2020","미사강변중앙로 180","-","중개거래","경기 하남시, 서울 강동구"
"1451","서울특별시 서대문구 북아현동","1013","1013","0000","이편한세상신촌","27.4200","202506","28","35,000","10","개인","개인","2018"," ","-","중개거래","서울 서대문구"
"1452","경기도 고양시 덕양구 동산동","368-2","0368","0002","e편한세상 시티 삼송2차","82.7637","202506","28","57,800","7","개인","개인","2019","덕수천2로 150","-","중개거래","경기 고양시 덕양구"
"1453","서울특별시 송파구 문정동","618","0618","0000","파크하비오","23.2400","202506","28","19,700","14","개인","개인",""," ","-","중개거래","서울 송파구"
"1454","경기도 수원시 팔달구 인계동","1120","1120","0000","캐슬타워","112.5300","202506","28","31,000","8","개인","개인","2006","권광로 184","-","중개거래","경기 화성시"
"1455","서울특별시 강남구 역삼동","735-17","0735","0017","역삼 푸르지오 시티","31.9400","202506","28","34,500","3","개인","개인","2016"," ","-","중개거래","서울 강남구"
"1456","충청남도 천안시 서북구 불당동","1283","1283","0000","천안불당 시티프라디움 4차","84.9498","202506","28","30,000","26","개인","개인","2020","공원로 177","-","중개거래","충남 천안시 서북구"
"1457","경기도 파주시 야당동","1044-1","1044","0001","운정유미어스3차 오피스텔","19.4681","202506","28","7,000","2","개인","개인","2018","경의로1004번길 21","-","중개거래","경기 파주시"
"1458","서울특별시 동대문구 답십리동","497-23","0497","0023","청계 푸르지오시티","20.6200","202506","28","12,300","12","개인","개인","2015","천호대로 257","-","중개거래","서울 동대문구"
"1459","인천광역시 계양구 계산동","1063-4","1063","0004","두손파스텔","23.5950","202506","28","3,800","5","개인","개인","2001","계산새로65번길 9","20250701","중개거래","인천 계양구"
"1460","서울특별시 광진구 자양동","2-2","0002","0002","건대입구역자이엘라","18.5996","202506","28","32,000","17","개인","개인","2022","능동로 87","-","중개거래","서울 광진구"
"1461","서울특별시 마포구 도화동","571","0571","0000","나눔빌딩","25.5600","202506","28","24,000","18","개인","개인","2015","도화길 43","-","중개거래","서울 마포구"
"1462","서울특별시 마포구 아현동","733","0733","0000","효성인텔리안","37.2200","202506","28","21,700","18","개인","개인","2005","마포대로 208","-","중개거래","서울 마포구"
"1463","경기도 안양시 동안구 비산동","557-3","0557","0003","블루오션","76.7700","202506","28","31,300","17","개인","개인","2016","경수대로 941","-","중개거래","경기 안양시 동안구"
"1464","인천광역시 서구 청라동","164-1","0164","0001","청라 엑슬루타워","112.3600","202506","28","37,800","37","개인","개인","2011","중봉대로586번길 22","-","중개거래","인천 서구"
"1465","서울특별시 영등포구 도림동","265-1","0265","0001","도림동 하나아파텔(1차)","45.3600","202506","28","29,500","5","개인","개인","2003","도영로 16","-","중개거래","서울 영등포구"
"1466","인천광역시 부평구 갈산동","441","0441","0000","해피리움","60.2400","202506","28","15,800","4","개인","개인","2017"," ","-","중개거래","인천 부평구"
"1467","서울특별시 동대문구 이문동","255-190","0255","0190","수아주캠퍼스빌","17.3930","202506","28","14,000","12","개인","개인","2019","이문로 166","-","중개거래","서울 동대문구"
"1468","인천광역시 미추홀구 주안동","197-22","0197","0022","퍼스트아파트","68.7400","202506","28","16,800","14","개인","개인","2018","경인로 337","-","중개거래","인천 부평구"
"1469","경기도 수원시 권선구 권선동","1013","1013","0000","지오베르크","75.3043","202506","28","24,600","5","개인","개인","2006","효원로256번길 7","-","중개거래","경기 수원시 권선구, 경기 수원시 팔달구"
"1470","부산광역시 서구 충무동1가","5-6","0005","0006","에코팰리스 충무7차","49.3509","202506","28","19,000","14","개인","개인","2021","구덕로118번길 18","-","중개거래","부산 서구"
"1471","서울특별시 강남구 수서동","716","0716","0000","사이룩스","42.1300","202506","28","32,000","16","개인","개인","2003","광평로 295","-","중개거래","서울 강남구"
"1472","서울특별시 송파구 문정동","643-1","0643","0001","엠스테이트","26.1500","202506","28","24,000","14","개인","개인","2016","법원로 114","-","중개거래","서울 송파구"
"1473","서울특별시 은평구 역촌동","43-62","0043","0062","동인에버빌","48.1000","202506","28","24,700","3","개인","개인","2017"," ","-","중개거래","서울 은평구"
"1474","경기도 평택시 고덕동","2155","2155","0000","고덕 헤리움 시그니어","28.4949","202506","28","17,000","22","개인","개인","2023","고덕여염9길 51","-","중개거래","경기 평택시"
"1475","서울특별시 관악구 봉천동","725-4","0725","0004","하우피스오피스텔","27.3800","202506","28","13,250","2","개인","개인","2003","보라매로 47","-","중개거래","서울 관악구"
"1476","경기도 용인시 수지구 풍덕천동","1165","1165","0000","수지샤르망 오피스텔","40.5900","202506","28","18,400","2","개인","개인","2003","포은대로 410","-","중개거래","경기 용인시 수지구"
"1477","서울특별시 강서구 방화동","830-3","0830","0003","방화샤르망1오피스텔","16.2860","202506","28","5,550","8","개인","법인","2003","방화대로47가길 7","-","중개거래","서울 강서구"
"1478","서울특별시 도봉구 방학동","719-2","0719","0002","북한산현대렉시온오피스텔","26.4000","202506","28","13,000","15","개인","개인","2004","도봉로152길 16","-","중개거래","경기 의정부시, 서울 도봉구"
"1479","부산광역시 해운대구 우동","777","0777","0000","해운대 한신 휴플러스","29.0225","202506","28","8,300","38","개인","개인","2014","해운대로 550","-","중개거래","부산 해운대구"
"1480","서울특별시 용산구 한강로2가","422","0422","0000","래미안 용산 더 센트럴","53.0000","202506","28","75,000","6","개인","개인","2017","한강대로 95","-","중개거래","서울 용산구"
"1481","충청북도 청주시 청원구 우암동","323-2","0323","0002","아델리스 오피스텔","53.5520","202506","28","11,000","5","개인","개인","2004","중앙로 147","-","중개거래","충북 청주시 청원구"
"1482","경기도 고양시 덕양구 삼송동","291","0291","0000","힐스테이트 삼송역","84.5492","202506","28","64,700","38","개인","개인","2019","동송로 70","-","중개거래","경기 고양시 덕양구"
"1483","서울특별시 동대문구 청량리동","235-6","0235","0006","힐스테이트 청량리역","41.9218","202506","28","53,000","16","개인","개인","2023","왕산로 239","-","중개거래","서울 동대문구"
"1484","서울특별시 강동구 천호동","451-20","0451","0020","오피스텔 트레벨","28.4300","202506","28","13,700","9","개인","개인","2003","천호대로 1057","-","중개거래","서울 강동구, 서울 은평구"
"1485","인천광역시 부평구 부평동","433-136","0433","0136","주영펠리스 Ⅲ","45.0500","202506","28","12,000","2","개인","개인","2016","주부토로75번길 18","-","중개거래","인천 부평구"
"1486","경기도 군포시 당동","872-2","0872","0002","(872-2)","24.4800","202506","28","6,000","2","개인","개인","2002","용호2로 63-15","-","중개거래","경기 군포시"
"1487","경기도 부천시 원미구 중동","1146-2","1146","0002","센트럴프라움","35.8400","202506","28","20,100","19","개인","개인","2018"," 50","-","중개거래","경기 부천시 원미구"
"1488","경기도 고양시 덕양구 삼송동","294","0294","0000","힐스테이트 삼송역 스칸센(2블록)","22.8910","202506","28","13,850","9","개인","개인","2021","삼송로 240","-","중개거래","경기 고양시 덕양구"
"1489","서울특별시 강남구 역삼동","823-26","0823","0026","강남역두산위브센티움","28.7060","202506","28","23,100","2","개인","개인","2004","테헤란로14길 8","-","직거래","-"
"1490","서울특별시 동대문구 이문동","346-121","0346","0121","민족통일MJ캠퍼스외대4차","22.0200","202506","28","24,700","8","개인","개인","2023","이문로 70","-","중개거래","서울 동대문구"
"1491","대구광역시 달서구 성당동","223-3","0223","0003","성당 태왕아너스 메트로","50.1868","202506","28","17,800","10","개인","개인","2022","대명천로 33","-","중개거래","대구 중구"
"1492","경상북도 예천군 호명읍 산합리","1144","1144","0000","굿모닝타운","75.6500","202506","28","14,000","7","개인","법인","2025","행복7길 5","-","직거래","-"
"1493","서울특별시 서초구 신원동","662","0662","0000","자연누리 오피스텔","21.3900","202506","28","16,500","3","개인","개인","2015"," ","-","중개거래","서울 서초구"
"1494","서울특별시 동대문구 답십리동","494-1","0494","0001","한일노벨리아","21.4500","202506","28","13,400","4","개인","개인","2016","천호대로 289","-","중개거래","서울 동대문구, 서울 성북구"
"1495","서울특별시 중구 신당동","160-5","0160","0005","신당아르브","21.3100","202506","28","16,000","16","개인","개인","2014","난계로 151","-","중개거래","서울 중구"
"1496","경기도 성남시 분당구 정자동","7","0007","0000","분당두산위브파빌리온","76.5300","202506","28","100,000","28","개인","개인","2005","성남대로 393","-","중개거래","경기 성남시 분당구"
"1497","서울특별시 관악구 신림동","1523-1","1523","0001","일성트루엘","31.1900","202506","28","25,000","11","개인","개인","2013","신림로23길 16","-","중개거래","서울 관악구"
"1498","인천광역시 남동구 간석동","573-1","0573","0001","성우 네오빌","27.7200","202506","28","5,600","3","개인","개인","2003","백범로 457","-","중개거래","인천 남동구"
"1499","부산광역시 연제구 연산동","2362","2362","0000","시청역 비스타 동원","40.1712","202506","28","19,000","16","법인","개인","2019"," ","-","중개거래","부산 연제구"
"1500","서울특별시 중구 순화동","217","0217","0000","덕수궁롯데캐슬","41.1445","202506","28","44,000","10","개인","개인","2016","서소문로9길 28","-","중개거래","서울 중구"
"1501","서울특별시 송파구 문정동","624","0624","0000","송파 아이파크","29.8800","202506","28","28,200","11","개인","개인","2015","법원로 55","-","중개거래","서울 송파구"
"1502","서울특별시 강남구 대치동","890-59","0890","0059","선릉역 롯데골드로즈2","44.4600","202506","28","40,060","9","개인","개인","2004","선릉로86길 31","-","중개거래","서울 강남구"
"1503","경기도 고양시 일산동구 백석동","1300","1300","0000","현대밀라트2차","36.2800","202506","28","12,000","6","개인","개인","2003","중앙로 1005","-","중개거래","경기 고양시 일산동구"
"1504","경상북도 예천군 호명읍 산합리","1144","1144","0000","굿모닝타운","75.6500","202506","27","14,000","6","개인","법인","2025","행복7길 5","-","직거래","-"
"1505","서울특별시 강남구 역삼동","825-24","0825","0024","강남역 효성해링턴 타워 더퍼스트","25.7300","202506","27","25,300","6","개인","개인","2014","강남대로84길 15","-","중개거래","서울 강남구"
"1506","서울특별시 성동구 옥수동","475","0475","0000","한남 더 리버 오피스텔","27.0100","202506","27","21,000","11","개인","개인","2004","독서당로 166","-","중개거래","서울 성동구"
"1507","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","84.3000","202506","27","10,851","18","법인","법인","2016","무민사로 13","-","직거래","-"
"1508","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","84.9600","202506","27","10,946","18","법인","법인","2016","무민사로 13","-","직거래","-"
"1509","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","84.2700","202506","27","10,851","18","법인","법인","2016","무민사로 13","-","직거래","-"
"1510","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","84.2700","202506","27","10,851","18","법인","법인","2016","무민사로 13","-","직거래","-"
"1511","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","54.9300","202506","27","7,155","17","법인","법인","2016","무민사로 13","-","직거래","-"
"1512","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","54.9300","202506","27","7,060","16","법인","법인","2016","무민사로 13","-","직거래","-"
"1513","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","55.2600","202506","27","7,107","16","법인","법인","2016","무민사로 13","-","직거래","-"
"1514","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","54.9300","202506","27","7,060","16","법인","법인","2016","무민사로 13","-","직거래","-"
"1515","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","55.2600","202506","27","7,107","15","법인","법인","2016","무민사로 13","-","직거래","-"
"1516","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","55.2600","202506","27","7,107","15","법인","법인","2016","무민사로 13","-","직거래","-"
"1517","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","54.9300","202506","27","7,060","15","법인","법인","2016","무민사로 13","-","직거래","-"
"1518","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","54.9300","202506","27","7,060","14","법인","법인","2016","무민사로 13","-","직거래","-"
"1519","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","58.8300","202506","27","7,581","14","법인","법인","2016","무민사로 13","-","직거래","-"
"1520","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","55.2600","202506","27","7,107","14","법인","법인","2016","무민사로 13","-","직거래","-"
"1521","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","54.9300","202506","27","7,060","14","법인","법인","2016","무민사로 13","-","직거래","-"
"1522","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","54.9300","202506","27","7,060","13","법인","법인","2016","무민사로 13","-","직거래","-"
"1523","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","55.2600","202506","27","7,107","13","법인","법인","2016","무민사로 13","-","직거래","-"
"1524","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","54.9300","202506","27","7,060","13","법인","법인","2016","무민사로 13","-","직거래","-"
"1525","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","54.9300","202506","27","7,060","12","법인","법인","2016","무민사로 13","-","직거래","-"
"1526","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","58.8300","202506","27","7,581","12","법인","법인","2016","무민사로 13","-","직거래","-"
"1527","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","58.8300","202506","27","7,581","12","법인","법인","2016","무민사로 13","-","직거래","-"
"1528","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","55.2600","202506","27","7,107","12","법인","법인","2016","무민사로 13","-","직거래","-"
"1529","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","54.9300","202506","27","7,060","12","법인","법인","2016","무민사로 13","-","직거래","-"
"1530","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","54.9300","202506","27","7,060","11","법인","법인","2016","무민사로 13","-","직거래","-"
"1531","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","58.8300","202506","27","7,581","11","법인","법인","2016","무민사로 13","-","직거래","-"
"1532","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","58.8300","202506","27","7,581","11","법인","법인","2016","무민사로 13","-","직거래","-"
"1533","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","55.2600","202506","27","7,107","11","법인","법인","2016","무민사로 13","-","직거래","-"
"1534","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","54.9300","202506","27","7,060","11","법인","법인","2016","무민사로 13","-","직거래","-"
"1535","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","54.9300","202506","27","7,060","10","법인","법인","2016","무민사로 13","-","직거래","-"
"1536","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","58.8300","202506","27","7,581","10","법인","법인","2016","무민사로 13","-","직거래","-"
"1537","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","54.9300","202506","27","7,060","10","법인","법인","2016","무민사로 13","-","직거래","-"
"1538","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","54.9300","202506","27","7,013","8","법인","법인","2016","무민사로 13","-","직거래","-"
"1539","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","58.8300","202506","27","7,487","8","법인","법인","2016","무민사로 13","-","직거래","-"
"1540","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","55.2600","202506","27","7,060","8","법인","법인","2016","무민사로 13","-","직거래","-"
"1541","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","54.9300","202506","27","7,013","7","법인","법인","2016","무민사로 13","-","직거래","-"
"1542","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","54.9300","202506","27","7,013","6","법인","법인","2016","무민사로 13","-","직거래","-"
"1543","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","58.8300","202506","27","7,487","6","법인","법인","2016","무민사로 13","-","직거래","-"
"1544","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","58.8300","202506","27","7,487","6","법인","법인","2016","무민사로 13","-","직거래","-"
"1545","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","29.2700","202506","27","4,260","7","법인","법인","2016","무민사로 13","-","직거래","-"
"1546","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","29.2700","202506","27","4,260","7","법인","법인","2016","무민사로 13","-","직거래","-"
"1547","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","29.2700","202506","27","4,260","7","법인","법인","2016","무민사로 13","-","직거래","-"
"1548","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","29.2700","202506","27","4,260","8","법인","법인","2016","무민사로 13","-","직거래","-"
"1549","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","29.2700","202506","27","4,260","8","법인","법인","2016","무민사로 13","-","직거래","-"
"1550","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","29.2700","202506","27","4,260","8","법인","법인","2016","무민사로 13","-","직거래","-"
"1551","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","29.2700","202506","27","4,260","8","법인","법인","2016","무민사로 13","-","직거래","-"
"1552","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","29.2700","202506","27","4,260","9","법인","법인","2016","무민사로 13","-","직거래","-"
"1553","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","29.2700","202506","27","4,260","9","법인","법인","2016","무민사로 13","-","직거래","-"
"1554","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","29.2700","202506","27","4,260","9","법인","법인","2016","무민사로 13","-","직거래","-"
"1555","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","29.2700","202506","27","4,260","9","법인","법인","2016","무민사로 13","-","직거래","-"
"1556","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","29.2700","202506","27","4,260","9","법인","법인","2016","무민사로 13","-","직거래","-"
"1557","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","29.2700","202506","27","4,302","10","법인","법인","2016","무민사로 13","-","직거래","-"
"1558","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","29.2700","202506","27","4,302","10","법인","법인","2016","무민사로 13","-","직거래","-"
"1559","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","29.2700","202506","27","4,302","11","법인","법인","2016","무민사로 13","-","직거래","-"
"1560","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","29.2700","202506","27","4,302","11","법인","법인","2016","무민사로 13","-","직거래","-"
"1561","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","29.2700","202506","27","4,302","11","법인","법인","2016","무민사로 13","-","직거래","-"
"1562","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","29.2700","202506","27","4,302","11","법인","법인","2016","무민사로 13","-","직거래","-"
"1563","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","29.2700","202506","27","4,302","12","법인","법인","2016","무민사로 13","-","직거래","-"
"1564","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","29.2700","202506","27","4,302","12","법인","법인","2016","무민사로 13","-","직거래","-"
"1565","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","29.2700","202506","27","4,302","12","법인","법인","2016","무민사로 13","-","직거래","-"
"1566","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","29.2700","202506","27","4,302","12","법인","법인","2016","무민사로 13","-","직거래","-"
"1567","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","29.2700","202506","27","4,302","12","법인","법인","2016","무민사로 13","-","직거래","-"
